BOD,CDG,527387
MSQ,HAJ,1233398
FCO,FRA,957742
FLL,ATL,934459
PWM,JFK,440115
HND,KOJ,936950
TPE,YYZ,12100168
LOS,ACC,400782
RDU,LHR,6231142
RIX,VIE,1100444
MXP,CAI,2618263
SMF,JFK,4057336
HAJ,MAN,809814
MSQ,ARN,889857
LGW,ALC,1430032
TPE,KWL,1128460
LIN,LCY,957255
MFM,PUS,2077083
PMO,TXL,1598662
ABZ,LHR,647815
BHX,GLA,418852
RIX,MXP,1638576
EMA,GLA,394024
CGO,CAN,1234440
FRA,NBE,1557364
FCO,AUH,4344410
FCO,NCE,460794
FLL,SFO,4157426
LHR,NCL,405342
TPE,CTS,2711611
SAV,JFK,1154757
WAW,LHR,1474293
RIX,CDG,1676402
SXM,BOS,2798527
MXP,FCO,511055
PRG,CDG,854936
HGH,KHH,847891
EXT,AGP,1564507
PUS,KHH,1627023
RIC,ATL,773861
DUR,CPT,1278763
PHL,ATL,1072147
TPE,SZX,802648
BHD,MAN,274720
NUE,CDG,622014
BGO,LHR,1043723
BHD,NCL,272676
RIX,GOT,708798
MXP,OPO,1487528
SJU,MCO,1912867
VNO,BRU,1458002
SJU,EWR,2587587
NGO,OKA,1300579
AKL,PVG,9345975
TLS,CDG,605349
BLL,BGO,557635
ZRH,FCO,693975
LCY,NCE,1024210
CAN,WNZ,908421
IKA,MSQ,2727134
EDI,LGW,574397
ARN,PEK,6709185
SVO,FRU,2993762
ARN,LHR,1466289
CAN,XIY,1302564
AER,MSQ,1451066
LCY,PMI,1344739
CDG,LIM,10267960
MSQ,LCA,2156973
JFK,HEL,6625521
EMA,AMS,416992
NRT,PUS,1040462
TGD,FCO,582402
BOM,LHR,7221029
MAN,EXT,301728
CDG,OSL,1359149
MSQ,FCO,1780307
LCY,FRA,620605
LHR,DXB,5504716
CTA,NAP,385462
BOS,JAX,1625760
LGW,TPA,7124684
BRS,ABZ,648619
FCO,GYD,3151214
BOS,SDQ,2656573
HGH,TPE,576305
FCO,MLA,687849
LGA,FLL,1731098
MIA,MAD,7119572
YYZ,TPE,12100168
FCO,OTP,1165600
JFK,ORD,1190834
MAN,HEL,1817123
PNH,TPE,2285719
SVO,BLQ,2234468
DFW,MAD,7990266
MAN,NWI,250377
CAN,HGH,1037259
TUN,FCO,576913
DFW,MEX,1505031
GLA,SOU,584549
BRI,TRN,866684
BEG,BUD,302222
LGW,AGP,1644208
CTS,TPE,2711611
FRA,HAN,8727770
JFK,RDU,686463
OSL,BLL,509202
BKK,PEK,3309452
VIE,FCO,778919
HEL,MAN,1817123
DLC,HGH,974403
CDG,YUL,5539525
BOS,DFW,2513354
LGW,BCN,1108749
CTA,DUS,1669756
AUS,FLL,1778371
GDL,ATL,2363385
JFK,AUS,2448499
NCL,LHR,405342
HEL,RIX,382367
MIA,MEX,2052636
SJC,JFK,4134747
SDQ,SJU,387397
SVO,RIX,834396
OTP,LIN,1327539
TPE,CKG,1530550
CAN,CGO,1234440
DXB,LHR,5504716
MAN,GLA,313043
CAN,PEK,1876050
HAJ,MSQ,1233398
IAH,LHR,7779487
CSX,CKG,663164
CGK,AUH,6571886
MSQ,TBS,1848807
LGW,BOD,703786
NGB,SYX,1766917
CTA,BLQ,846642
LHR,ICN,8883997
CTA,SVO,2649457
DEN,JFK,2616352
LHR,GLA,555522
DAD,SGN,601846
MEX,ATL,2141025
FCO,HAV,8710147
PTY,ATL,2768974
BHX,AMS,443561
CAN,HRB,2729742
SIN,AUH,5886513
DOH,BAH,147554
FCO,ATH,1087546
DXB,SEA,11949343
LHR,MAN,243142
FCO,TRN,529778
SKG,FCO,910344
MHD,SYZ,992729
SOU,BHD,509115
BHM,ATL,215985
CDG,MSQ,1840905
FRA,LCY,620605
BWI,ATL,927888
VRN,CDG,748243
DUS,NBE,1715500
FCO,BEY,2220656
BOS,SAV,1449987
LHR,NAS,6987933
HEL,AMS,1525455
MCO,BDL,1690028
NBO,LHR,6827590
YVR,TPE,9609984
MAD,MEX,9080137
WAW,HEL,940411
VCE,RIX,1503024
ALA,LHR,5639882
BHX,MXP,1076120
TIA,BLQ,769722
BCN,MIA,7559009
SOU,MAN,274705
CAN,PVG,1202015
VCE,CPH,1125123
DUS,LCY,467548
BUD,FCO,836448
MSQ,PRG,1033064
TSN,CSX,1271434
VCE,NRT,9606306
DFW,ATL,1177007
NWI,MAN,250377
VCE,PMO,816369
IST,LHR,2518540
OPO,BHX,1351781
PUS,XIY,1845540
TIA,BRI,249867
ALG,LGW,1628997
EXT,DUB,357322
TFN,MAD,1771467
BOD,LGW,703786
GLA,BHX,418852
CDG,JNB,8706951
TSE,MSQ,2923263
JFK,DUB,5116571
CDG,TUN,1487466
EVN,FCO,2695989
LHR,LED,2119988
CSX,NKG,671867
CTA,STR,1333559
BOS,LAS,3831557
NNG,XIY,1313316
CDG,LAX,9124094
LGW,MSQ,1926615
HAJ,LHR,705452
CSX,XIY,813567
CMB,FCO,7631421
BOS,NAS,2011287
LHR,LIN,982222
CSX,SYX,1161928
FCO,DEL,5943547
DXB,LAX,13419852
LHR,DEN,7516661
LHR,BUD,1493011
CSX,KMG,1079719
CDG,SCL,11652066
DFW,DXB,12939580
LHR,GRU,9435484
CDG,PRG,854936
MSQ,WAW,510744
LGW,TRN,880657
MNL,BWN,1250952
MSQ,TLV,2490504
LGW,BRI,1711119
NGB,TSN,1098184
FCO,LIN,470266
IAD,BOS,664395
LHR,HEL,1853156
CGK,TPE,3795987
ICT,ATL,1257813
SEA,DXB,11949343
KHH,ICN,1751493
GOT,CDG,1158027
JFK,OAK,4145206
MAN,GOT,1034316
PEK,TPE,1719333
FCO,LIS,1844162
FLL,LIM,4227220
LHR,DEL,6744117
KHH,TNA,1611447
FCO,ZRH,693975
MCO,RIC,1073107
PVG,LHR,9262203
TPE,HKG,806733
LIN,CTA,1008868
MCO,SYR,1694682
NAP,LGW,1594028
TIA,FCO,623952
BEY,FCO,2220656
JFK,SXM,2705738
ORD,DUS,6807343
TPE,HAN,1635319
TIA,VRN,840369
FAO,LHR,1712300
PMI,SOU,1306426
VCE,SVO,2099545
FCO,JFK,6883860
MAN,SOU,274705
CDG,BRE,626366
MSQ,AMS,1561285
KIX,TPE,1703047
HAN,CDG,9172620
LAX,DXB,13419852
AMS,EXT,593629
BUD,BEG,302222
JFK,MAD,5775437
CTA,CDG,1632227
BOS,RSW,2010711
LGW,PFO,3190504
TSN,CTU,1546380
DFW,ATL,1177007
BOS,DTW,1017670
LGW,PSA,1149513
NCL,BRU,619244
JFK,MXP,6429708
PHX,LHR,8482913
RIX,BGO,1148154
MXP,GYD,3376541
SRQ,LGA,1684658
AMS,SOU,449786
PRG,LIN,638013
DUS,BHX,600206
VCE,JFK,6685855
GLA,LGW,596085
CAI,MXP,2618263
MSQ,FRA,1401502
HGH,CSX,736880
CTA,LGW,1939455
MBA,NBO,421978
LGW,SKG,2138231
DEL,TPE,4379719
JAX,SJU,2072210
LHR,MRS,989708
LAX,TPE,10941808
CDG,HAM,729198
BDL,SJU,2681294
LGW,VRN,1039999
CDG,HAN,9172620
BOS,MCO,1804114
LHR,BWI,5848617
MUC,NBE,1368282
CDG,GOA,701349
MSQ,GVA,1774829
LGW,EDI,574397
CDG,EDI,869771
MSQ,DME,659154
LCY,EDI,543810
FCO,CPH,1536381
FLL,LGA,1731098
LHR,CTU,8320253
FRA,BRS,808917
GVA,FCO,696136
PBI,BDL,1822810
ORD,MAD,6761508
BNE,TPE,6737659
FCO,VIE,778919
JFK,BUF,484455
LHR,VIE,1278680
ICN,TPE,1460300
FCO,CTA,538773
DXB,JFK,11021831
LHR,AMS,371575
CGO,KHH,1467916
FCO,PVG,9188987
JNB,JFK,12824982
ORD,MAN,6157147
KHH,MFM,697601
LAX,FCO,10226024
MIA,ATL,956918
FCO,PMO,409223
JFK,CHS,1024274
MAN,JFK,5376395
FCO,PRG,935105
MSY,MIA,1085552
BRU,EMA,454124
FCO,JED,3361763
DCA,TPA,1309470
LHR,VCE,1153759
BRS,FRA,808917
LHR,NCE,1041912
TPE,CGO,1266390
LIN,CDG,645207
PBI,JFK,1653967
MXP,LHR,937862
MSY,ATL,683812
ABZ,MAN,428442
RIX,GYD,2621707
MXP,RIX,1638576
SJU,ORD,3334108
FUK,HND,883028
RIX,DUS,1283147
MEX,MIA,2052636
LIS,VCE,1919301
AGP,EXT,1564507
RIX,TXL,840770
ORD,ATL,974957
TPA,SJU,1991400
MCO,ATL,649507
SJU,PUJ,249787
FUK,OKA,862725
BGO,RIX,1148154
MCT,AUH,381162
TPE,TSN,1599813
LIN,VIE,630499
MCO,LGA,1528738
YUL,LHR,5229549
LGW,RIX,1697265
LGW,PMO,1779417
MCO,DCA,1221659
VRN,LGW,1039999
BLQ,TIA,769722
PMO,AMS,1698580
CDG,MAN,588804
SVG,AMS,733309
GRU,LHR,9435484
LBA,BHD,287025
REP,PUS,3489317
BEY,LHR,3486851
EXT,DUS,716558
PMO,CDG,1471444
BHX,CDG,488294
XIY,PUS,1845540
SVG,CDG,1116141
DFW,LHR,7644847
LBA,GLA,285525
CAN,WUH,823945
TXL,AMS,580053
DME,LHR,2553233
BWN,MNL,1250952
TIA,MXP,1003354
BGO,BLL,557635
SCL,CDG,11652066
EWR,ORY,5871301
PMO,FCO,409223
PSA,CTA,795428
TPE,NGB,526728
BHX,OPO,1351781
KIN,YYZ,2866576
PRG,FCO,935105
AGP,LGW,1644208
DUB,SOU,434015
BRI,FCO,383851
LED,MSQ,672816
FCO,LGW,1407460
CMB,AUH,3297827
BOS,MSY,2200843
LHR,CAI,3535495
SUB,BWN,1383376
CDG,GOT,1158027
CSX,HGH,736880
BRI,LIN,772567
VCE,TLS,896636
FCO,KIX,9761654
HOU,JFK,2298297
LHR,YUL,5229549
BRS,MXP,1058467
FCO,KWI,3495842
JFK,TPA,1617469
MAN,LHR,243142
HAN,SGN,1154680
FCO,BRU,1173167
LHR,ORD,6361433
TSN,SZX,1858272
FCO,BLQ,313310
DCA,BOS,642183
LHR,JNB,9045059
MNL,TPE,1170255
LAS,ATL,2810925
MCO,SJU,1912867
MEX,LHR,8916987
CDG,RIX,1676402
MEL,AUH,11643913
TPE,XIY,1589940
OKA,NGO,1300579
MUC,AUH,4583818
MRS,FCO,604377
SDQ,JFK,2493264
LHR,LIN,982222
LAX,CDG,9124094
LAS,JFK,3617691
LIS,LHR,1564050
OSL,RIX,831195
LIN,BRI,772567
TPA,DCA,1309470
OKA,NRT,1611753
RIX,HAM,959105
NAP,LIN,649948
BHX,CGN,639610
CAN,XMN,507724
LIS,CDG,1470904
SDQ,SJU,387397
TPE,TNA,1360818
LIS,FCO,1844162
TPE,HGH,576305
LIM,AMS,10511439
JFK,SRQ,1675705
SVG,LHR,910621
AUH,FRA,4867893
JFK,YUL,536681
LGA,TPA,1626177
SKG,LGW,2138231
TXL,RIX,840770
OPO,FCO,1743823
XIY,TPE,1589940
BHX,BHD,364309
WUH,PUS,1458822
SEA,ATL,3511235
EZE,LHR,11110299
GLA,LBA,285525
TIA,FCO,623952
AMM,LHR,3687627
EDI,BHX,403297
FLL,KIN,965539
OPO,MXP,1487528
TPA,LGA,1626177
ALC,SOU,1409138
FUK,PUS,224965
SEA,CDG,8072748
CAI,LHR,3535495
CDG,ORD,6682586
MXP,TIA,1003354
SAV,ATL,345142
AMS,LGW,365748
PMO,BRI,455315
PSA,TIA,806008
DFW,CDG,7962434
EXT,FAO,1566936
DME,FCO,2398440
KHH,KMG,1795350
BHD,GLA,166921
MXP,HAV,8303762
CAN,NRT,2946886
VCE,TIA,749257
CDG,SEA,8072748
SVX,MSQ,2084441
LHR,ABZ,647815
BWN,CGK,1530874
MXP,MSQ,1657979
CAN,SHE,2234447
TUS,ATL,2480122
CDG,MIA,7384749
SOU,AGP,1605755
MSQ,KBP,439713
LHR,ACC,5084705
BWN,DWC,6740087
CPH,CDG,1005580
BOS,BWI,594754
CGO,TPE,1266390
BOD,FCO,1102756
MSQ,HEL,740095
LCY,MAD,1255297
BOM,AUH,1972968
RIX,MSQ,425015
LGW,GOA,1007707
BWN,BKK,1831844
CAN,TSN,1785844
YUL,CDG,5539525
NWI,EDI,473729
CAN,SHA,1174357
VRN,PMO,822430
GIG,LHR,9228063
CUN,ATL,1416971
BUF,MCO,1626659
LGW,MCO,7004994
SZX,NNG,579690
FCO,PSA,258314
MAN,ORD,6157147
FCO,JFK,6883860
FLL,BOS,1991131
LHR,LAS,8416050
BRS,HAM,896954
CVG,ATL,600942
BOS,BUF,636603
LED,LHR,2119988
SGN,HAN,1154680
FCO,CDG,1102139
JFK,CUN,2502059
MCO,LGW,7004994
HAM,AMS,380455
JFK,HOU,2298297
LHR,RDU,6231142
RIX,LCA,2556750
CDG,ARN,1542193
PRG,MSQ,1033064
LGW,GLA,596085
PVG,BWN,2988109
CDG,ATL,7072131
BDL,TPA,1788459
LHR,ABV,4761249
SIN,BWN,1278476
BLQ,TIA,769722
HEL,MSQ,740095
SOU,NCE,1036581
CAG,FCO,392025
FRA,MSQ,1401502
FCO,ALG,963802
DXB,IAH,13144492
LHR,AMM,3687627
SGN,DAD,601846
FCO,YYZ,7104842
MSY,ORD,1346544
BRU,NCL,619244
GCM,JFK,2474415
LHR,ORY,365994
BKK,AMS,9217245
FCO,AMM,2385639
BOS,PHL,450649
LGW,MLA,2063591
GOT,BHX,1064485
FCO,LCY,1422483
WAW,RIX,564040
LIN,AMS,831553
PUJ,JFK,2501033
YYZ,LHR,5723392
LIN,BCN,742956
TPA,BDL,1788459
ZAG,LHR,1371129
PVG,TPE,674554
KBP,FCO,1719135
JFK,NAS,1763826
PMI,LHR,1347744
TPE,SGN,2204395
IAD,CDG,6213684
JFK,SJC,4134747
NRT,LHR,9615218
NAP,CTA,385462
TPA,JFK,1617469
ALC,EXT,1401941
CSX,PUS,1676908
PSA,TXL,1009962
DFW,FRA,8276148
MCO,KIN,1250593
SAN,ATL,3044123
TBZ,THR,527526
BHX,STR,881457
NAP,FCO,198881
SLC,JFK,3201740
PMI,BCN,201751
BKK,CNX,594223
EXT,GLA,575767
YYZ,KIN,2866576
SVO,MXP,2302317
BLL,DUS,519926
SOU,ALC,1409138
PSA,SVO,2351946
EDI,EMA,371665
ZRH,RIX,1483410
PHX,ATL,2554546
BUD,LHR,1493011
EDI,EXT,580464
RIX,TLL,281897
NRT,MXP,9771723
SXM,JFK,2705738
ABZ,BHD,368092
CTA,FCO,538773
BHD,CWL,396601
CAN,CAI,8005322
TUN,MXP,983065
CDG,LHR,347653
CDG,HKG,9606790
MSQ,IST,1436025
BNA,ATL,344193
MSQ,GYD,2221232
GOA,LGW,1007707
SOU,NCL,455402
TLS,FCO,913811
BLL,BRU,621569
BOS,FCO,6586429
KUF,MSQ,1456723
LGW,KIN,7545006
CDG,TLS,605349
VNO,MSQ,197461
LAX,MAD,9406180
GOT,SVG,412377
KBP,MSQ,439713
GOT,LHR,1071407
FRA,FCO,957742
CAN,TNA,1539222
MSQ,IKA,2727134
CAN,HAK,482627
VCE,LIS,1919301
EDI,LCY,543810
CAN,CTU,1222066
VCE,CTA,920961
DUS,LHR,503481
COK,AUH,2793650
BOS,PDX,4083354
LCY,ZRH,761272
CSX,TSN,1271434
FCO,LAX,10226024
JFK,PDX,3949168
LHR,YYC,7036951
FCO,BUD,836448
DEN,BOS,2822867
LHR,GIG,9228063
DAD,HAN,626143
CPH,AMS,634987
VIE,MSQ,1027311
LAX,LHR,8780646
XIY,CSX,813567
EWR,ATL,1199940
FLL,JFK,1719862
LHR,YYZ,5723392
SYX,CSX,1161928
IAD,JFK,366849
LHR,MAA,8241393
DME,RIX,880361
EDI,CDG,869771
DFW,BOS,2513354
LHR,LBA,278599
TSN,XMN,1618445
EVN,CDG,3418084
JFK,CLT,870860
LHR,PEK,8175311
SHE,NKG,1172961
CTA,PSA,795428
BDL,FLL,1888435
HGH,DLC,974403
CTA,LIN,1008868
BOS,FLL,1991131
LHR,BKK,9588788
ABZ,OSL,838056
HAJ,AMS,335436
LHR,PSA,1187676
SGN,TPE,2204395
TPA,BOS,1906719
ZRH,BLL,921675
LIN,WAW,1135944
SYD,SIN,6287957
TPE,SIN,3213157
HAJ,CDG,632644
JFK,GCM,2474415
TPE,KIX,1703047
IKA,FCO,3431191
SEA,JFK,3896768
ZRH,LCY,761272
BRU,RIX,1438292
MEX,MIA,2052636
RIC,BOS,762713
TXL,LHR,950244
HKG,PUS,2041582
FCO,CAG,392025
FLL,DCA,1446875
LHR,OTP,2110319
HAN,DAD,626143
FCO,CAI,2151621
JFK,PBI,1653967
LHR,YVR,7601794
DUS,CTA,1669756
BOS,JFK,300495
NNG,SZX,579690
DTW,CDG,6376667
BOS,SEA,4016415
LHR,FAO,1712300
IST,FCO,1386229
LAS,BOS,3831557
LIN,LHR,982222
TPE,JFK,12565751
LIS,MXP,1654762
NGB,TPE,526728
HND,CTS,818661
BRU,AUH,5171851
MAN,CDG,588804
PUJ,BOS,2650128
YVR,LHR,7601794
AUH,MUC,4583818
JAN,ATL,547957
LHR,PVG,9262203
CPH,RIX,715066
KUL,AUH,5589338
HND,FUK,883028
MUC,RIX,1257146
MXP,BEY,2624135
SFO,FLL,4157426
AMS,BHX,443561
CUN,MXP,8785426
YYZ,DTW,344617
EWR,LHR,5576626
SOU,ORY,364213
YYZ,FCO,7104842
KBP,LHR,2192164
SOU,PMI,1306426
ATH,MUC,1518592
TRN,PMO,901685
BRI,LGW,1711119
GLA,EMA,394024
ARN,HEL,399997
TRN,CTA,1058800
MAN,EDI,297558
CDG,SVG,1116141
BOS,AUS,2733035
LAS,LHR,8416050
NBE,MUC,1368282
LHR,PHL,5704860
DXB,AMS,5174013
LHR,BRU,351512
CDG,SXM,6745243
JFK,FCO,6883860
SZX,TSN,1858272
CTA,VIE,1188689
DXB,BOS,10722189
LHR,PHX,8482913
FCO,LOS,4001359
LHR,HND,9615086
TSN,KHH,1856652
CTA,TRN,1058800
BOS,TPA,1906719
LHR,GOT,1071407
CTA,TXL,1683019
FLL,EWR,1713320
LHR,LCA,3282898
CLE,ATL,892396
LHR,BOS,5254215
CGN,AMS,230081
AUS,MCO,1599961
TSN,HGH,1026346
FCO,RUH,3673971
JFK,FLL,1719862
LHR,LUX,515308
KHH,PVG,960082
KRT,AUH,2506508
TIA,LGW,1867786
LIM,CDG,10267960
ORD,DUB,5911772
TPE,GUM,2782737
FCO,SKG,910344
IAD,DXB,11375793
LHR,HKG,9647548
PBI,BOS,1926569
TIP,LHR,2364848
TPE,YVR,9609984
LUX,MXP,482801
PBI,SJU,1711011
OSL,AAL,352973
GRU,FCO,9415073
JFK,SYR,335642
ORD,FCO,7762052
KHH,CAN,728505
GSP,ATL,246766
SEA,BOS,4016415
PSA,LHR,1187676
BKK,VIE,8459372
FCO,VCE,411260
MRS,LHR,989708
ICN,KHH,1751493
FCO,TLV,2281352
MAD,LHR,1243293
ARN,RIX,467005
MEX,JFK,3363723
SFO,BOS,4351856
TPA,LGW,7124684
FCO,MXP,511055
NWI,AMS,239924
BHD,LHR,504085
CDG,ABZ,964637
FCO,CTA,538773
PBI,ATL,876311
KHH,SGN,1953814
ABZ,BHX,529335
VNO,RIX,267911
MEX,MAD,9080137
RDU,JFK,686463
ORY,LHR,365994
FCO,PMO,409223
MSY,JFK,1902461
CDG,BHX,488294
FCO,DME,2398440
PVG,FCO,9188987
HAJ,BHX,776362
BCN,RIX,2340417
KIX,FCO,9761654
PSA,LGW,1149513
PVG,KHH,960082
ICN,MXP,8898020
SJU,SDQ,387397
TFS,LGW,2910653
KHH,CGO,1467916
GOA,TIA,948116
ORD,CDG,6682586
TPE,FUK,1299103
GLA,AMS,719836
MLA,LGW,2063591
RIX,BRU,1438292
MXP,AUH,4718894
SJU,TPA,1991400
TIA,BGY,936648
PIT,ATL,847031
BWI,LHR,5848617
PSA,TIA,806008
PSA,FCO,258314
TPE,NKG,774187
CUN,FCO,9199331
MXP,BEG,913211
SFO,DXB,13040677
TRN,LGW,880657
TIA,BLQ,769722
MXP,TUN,983065
THR,SYZ,692443
SGN,FRA,9667114
ATH,LHR,2430324
MRS,ORY,627754
LIN,LHR,982222
FCO,VRN,413864
MSY,DFW,720196
BKK,TPE,2489297
FCO,WAW,1326911
PUJ,SJU,249787
ORD,LHR,6361433
FCO,ORD,7762052
FLL,BOG,2450090
MAN,BLL,784619
AMS,BKK,9217245
FCO,NAP,198881
FLL,SDQ,1371513
LHR,TIP,2364848
TPE,PVG,674554
LPA,MAD,1765053
RDU,FLL,1094839
ORY,JFK,5848136
RIX,VKO,835551
MXP,TIA,1003354
THR,MHD,753409
BHD,SOU,509115
RIX,TLV,2893074
NRT,VCE,9606306
SXM,SJU,309113
OKA,FUK,862725
RIX,TAS,3649331
LUX,FCO,987628
PBI,LGA,1665078
MXP,MIA,7934912
RIX,VNO,267911
MEM,ATL,533749
BHX,ABZ,529335
PMO,FCO,409223
FAO,EXT,1566936
RIX,FCO,1878624
MRS,MXP,370041
SYR,MCO,1694682
MLA,RIX,2447422
MRS,VCE,611764
BLL,RIX,924219
ORD,SJU,3334108
RIX,DME,880361
OAK,JFK,4145206
SJU,PUJ,249787
KIN,MCO,1250593
SFO,CDG,8984976
EDI,NWI,473729
TIA,TRN,1064475
JED,LHR,4749327
ATL,IAH,1109115
VCE,MRS,611764
BRU,BLL,621569
GLA,EXT,575767
SXM,KIN,1448444
PUJ,CDG,7086557
CDG,NCL,730515
BCN,VIE,1372071
TIA,VCE,749257
FAO,LGW,1687120
BRI,TIA,249867
BCN,MSQ,2379496
FCO,ORD,7762052
CSX,XMN,634731
RIX,TBS,2263367
MXP,SOF,1216875
KMG,KHH,1795350
RIX,FRA,1275270
MXP,SVO,2302317
AMS,LHR,371575
MSQ,RIX,425015
SDQ,FLL,1371513
FUK,CTS,1415385
RIX,SVO,834396
MAD,LPA,1765053
SAN,JFK,3936282
CTS,NRT,786399
PUS,KIX,582935
SVO,FCO,2402248
ARN,LCY,1438453
EXT,PMI,1332503
BOS,CDG,5549589
VCE,PRG,530524
KIN,LGW,7545006
ORY,SOU,364213
YUL,JFK,536681
DEL,LHR,6744117
PUS,TPE,1342470
SGN,CDG,10115262
AAL,OSL,352973
EDI,SOU,572262
CAN,IST,7899308
VCE,RIX,1503024
KWI,LHR,4681368
PMI,EXT,1332503
CDG,BOS,5549589
MSQ,AER,1451066
HAM,LHR,747665
XIY,NNG,1313316
DFW,MSY,720196
CDG,IAD,6213684
SXF,MSQ,983562
LHR,CDG,347653
ARN,GOT,395043
CWL,AMS,567436
BOS,PHX,3701462
LGW,MLE,8513598
KHH,TSN,1856652
PUS,TYN,1487387
TRN,TIA,1064475
BSL,LHR,721154
MAN,MXP,1169272
PUS,WUH,1458822
TIA,PSA,806008
GOT,MAN,1034316
RUH,MXP,4088098
TBZ,MHD,1207780
EDI,BHD,217279
STL,ATL,778975
BCN,JFK,6165913
EXT,ALC,1401941
CDG,BLQ,831711
MSQ,KUF,1456723
GYD,LHR,4012289
BWN,KUL,1488022
CTA,VCE,920961
DTW,BOS,1017670
LHR,GVA,755099
NBE,DME,2993296
BDL,MCO,1690028
LGW,FAO,1687120
HGH,TSN,1026346
CDG,BOD,527387
AUH,MSQ,3948576
FCO,LHR,1445754
BWN,MEL,5643608
CDG,SFO,8984976
BOG,FLL,2450090
LHR,GYD,4012289
NBE,DUS,1715500
FCO,AMS,1297272
BWI,BOS,594754
LHR,ARN,1466289
SIN,TPE,3213157
JFK,PHX,3465402
MUC,BLL,841354
CAN,KHH,728505
JAX,ATL,433988
JFK,PUJ,2501033
LOS,LHR,4989364
RIX,WAW,564040
TNA,CSX,1031672
PTY,SXM,2019709
CKG,TSN,1431985
SHA,PEK,1074901
BSB,ATL,6710297
LAX,PEK,10059250
WUH,SZX,903273
HKG,CDG,9606790
FOC,WUH,757872
URC,CGO,2489959
ATL,BUF,1145965
DTW,MTY,2382124
CTU,SYX,1467664
SHE,TYN,1025500
PEK,GMP,928873
FRA,HAV,8150100
ATL,TLH,359372
FLL,RDU,1094839
CTU,SZX,1317474
SHA,MFM,1263701
CGO,TPE,1266390
PVG,HAK,1683573
HAJ,PMI,1530692
BOS,NAS,2011287
ICN,ORD,10543465
KIX,HGH,1468370
HKG,SYX,646328
HGH,HRB,1782271
TSN,SZX,1858272
PMI,LEJ,1512133
DEN,MSP,1094194
LAX,MSY,2688036
NKG,XIY,989800
NRT,TPE,2182119
URC,TBS,3449311
ATL,AVL,264249
DTW,ORF,851725
CTU,SHA,1662367
SHE,PEK,606635
BKK,CMB,2393119
DLC,PVG,868161
SHE,CGO,1156283
HAJ,DLM,2301549
BOS,LGA,297068
HRB,TSN,1027850
TPE,PEK,1719333
UIO,PTY,1023764
CSX,KMG,1079719
PER,CAN,6129814
AYT,STR,2185373
BOS,FCO,6586429
JFK,ACC,8225011
KMG,PEK,2092746
TSN,SHA,951288
CSX,HGH,736880
SHA,NNG,1615151
DLM,HAJ,2301549
BRU,ATL,7122565
LAX,LAS,380170
PEK,IAH,11578928
TPE,OKA,655742
CAN,KWE,742788
NGO,SHE,1385490
ATL,PBI,876311
DUB,ATL,6337098
HAV,BOG,2209997
ICN,KUL,4601512
ATL,GSP,246766
DTW,SLC,2384021
CTU,WUH,983134
SHE,CGO,1156283
GIG,PTY,5286363
NNG,KWE,456937
YVR,CAN,10221601
ATL,SHV,887356
JAX,CVG,987285
KMG,CTU,615112
WNZ,KMG,1811799
DOH,GVA,4641191
TPE,KWE,1455468
CID,MSP,354779
KIN,ATL,1899132
PEK,DLC,443505
PNH,TPE,2285719
CAN,KIX,2456763
MNL,CAN,1275314
XIY,KWL,1030544
ATL,BOG,3375991
DTW,CLE,153356
LGA,GSO,741370
PEK,CKG,1463168
NKG,HKG,1154343
HGH,TSN,1026346
TYN,DLC,790196
ATL,CDG,7072131
DTW,LGA,807104
CTU,CSX,937992
PEK,TLV,7156147
TPE,HAK,1245570
CAN,HKG,135626
NKG,HRB,1667848
XMN,MFM,534233
FUK,HNL,7075724
PTY,KIN,1020108
CSX,HAK,956285
SHE,KIX,1304453
MBA,FRA,6690836
CVG,PIT,412299
LAX,SEA,1535158
PVG,KHH,960082
AMS,LCA,2995287
KMG,FOC,1683513
XMN,CTU,1550177
DTW,CMH,248958
KWL,TNA,1459853
KUL,JED,7070863
ATL,ORF,830857
DTW,YUL,852857
SYX,SZX,664055
HRB,PEK,1000430
CSX,NGB,823074
SHE,CAN,2234447
BOS,LAX,4202210
JFK,BCN,6165913
HRB,TNA,1231714
TSN,XMN,1618445
AMS,HKG,9290300
CTU,XIY,622649
LPA,HAM,3528216
CVG,TPA,1243990
LAX,MCO,3568990
PEK,LHR,8175311
KUL,CMB,2469074
ATL,NRT,11024697
EWR,CVG,916000
PVG,LAX,10435872
TPE,HND,2122589
CAN,ICN,2003385
MEL,CAN,7522722
WUH,TNA,728827
ATL,GSO,493012
FCO,LAX,10226024
CTU,WNZ,1667970
PVG,YVR,9036228
YVR,TPE,9609984
CAN,SIN,2637556
JAX,BOS,1625760
KWE,CTU,527639
WUH,NNG,1086396
MEL,HKG,7387128
HKG,XMN,496594
WNZ,CAN,908421
AMS,DMM,4709300
DFW,LGA,2235069
LGA,JAX,1341327
KHH,OKA,841461
BKK,NBO,7230057
URC,TNA,2627705
SIN,CRK,2378024
DEN,DTW,1806779
LGA,DEN,2606361
KHH,CKG,1580812
TPE,HKG,806733
URC,SHA,3277460
DTW,NRT,10295683
FRA,NKG,8656676
SHE,XIY,1516490
HAM,AYT,2456335
AVL,ATL,264249
HNL,ATL,7245651
VIE,BCN,1372071
KWL,HKG,509770
HRB,NKG,1667848
TSN,XMN,1618445
MUC,HRG,3024523
CMH,LGA,770344
KMG,SZX,1141020
CKG,HKG,1096673
